,Species,Country.of.Origin,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Total.Cup.Points,Cluster,FlavorCluster,Country_Group,Processing_Group,Variety_Group
1026,Arabica,Taiwan,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,0.11,80.92,3,丸み系,Taiwan,その他,Typica
1027,Arabica,Taiwan,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,0.11,80.92,0,香り系,Taiwan,ウォッシュド,Typica
1028,Arabica,Mexico,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,0.13,80.92,1,酸味系,Mexico,ウォッシュド,Typica
1029,Arabica,Thailand,Peaberry,,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,0.0,80.92,0,香り系,Thailand,その他,その他
1030,Arabica,Laos,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,0.0,80.83,1,酸味系,その他,ウォッシュド,その他
1031,Arabica,Guatemala,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,0.11,80.83,1,酸味系,Guatemala,ウォッシュド,Caturra
1032,Arabica,Mexico,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,0.13,80.83,1,酸味系,Mexico,セミウォッシュド,Catuai
1033,Arabica,Mexico,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,0.11,80.83,2,コク・バランス系,Mexico,ウォッシュド,Typica
1034,Arabica,Mexico,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,0.13,80.83,0,香り系,Mexico,ウォッシュド,Bourbon
1035,Arabica,United States (Hawaii),Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,0.1,80.83,1,酸味系,United States (Hawaii),ウォッシュド,Hawaiian Kona
1036,Arabica,Colombia,,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,0.01,80.83,3,丸み系,Colombia,その他,その他
1037,Arabica,Brazil,,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,0.0,80.75,2,コク・バランス系,Brazil,ナチュラル,その他
1038,Arabica,Myanmar,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,0.0,80.75,1,酸味系,その他,ウォッシュド,Catuai
1039,Arabica,Guatemala,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,0.12,80.75,1,酸味系,Guatemala,ウォッシュド,Caturra
1040,Arabica,Nicaragua,Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,0.12,80.75,2,コク・バランス系,その他,ウォッシュド,Other
1041,Arabica,Honduras,Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,0.11,80.75,1,酸味系,Honduras,ナチュラル,Caturra
1042,Arabica,Panama,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,0.11,80.75,2,コク・バランス系,その他,その他,Caturra
1043,Arabica,Honduras,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,0.09,80.75,1,酸味系,Honduras,ウォッシュド,Catuai
1044,Arabica,Honduras,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,0.13,80.75,1,酸味系,Honduras,ナチュラル,Catuai
1045,Arabica,Costa Rica,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,0.11,80.75,0,香り系,Costa Rica,ウォッシュド,Caturra
1046,Arabica,Mexico,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,0.11,80.75,3,丸み系,Mexico,ウォッシュド,Typica
1047,Arabica,Haiti,Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,0.12,80.75,0,香り系,その他,ウォッシュド,Typica
1048,Arabica,United States (Hawaii),Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,0.13,80.75,2,コク・バランス系,United States (Hawaii),ナチュラル,その他
1049,Arabica,Taiwan,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,0.0,80.67,3,丸み系,Taiwan,その他,Typica
1050,Arabica,Indonesia,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,0.13,80.67,1,酸味系,その他,セミウォッシュド,その他
1051,Arabica,Guatemala,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,0.11,80.67,3,丸み系,Guatemala,ウォッシュド,Bourbon
1052,Arabica,Costa Rica,Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,0.11,80.67,3,丸み系,Costa Rica,ウォッシュド,Caturra
1053,Arabica,Malawi,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,0.12,80.67,0,香り系,その他,ウォッシュド,Caturra
1054,Arabica,Mexico,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,0.12,80.67,2,コク・バランス系,Mexico,ウォッシュド,Typica
1055,Arabica,Colombia,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,0.0,80.67,1,酸味系,Colombia,ナチュラル,Caturra
1056,Arabica,Guatemala,Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,0.12,80.67,1,酸味系,Guatemala,ウォッシュド,Bourbon
1057,Arabica,Guatemala,Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,0.11,80.67,1,酸味系,Guatemala,ウォッシュド,Bourbon
1058,Arabica,Guatemala,Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,0.11,80.67,2,コク・バランス系,Guatemala,ウォッシュド,Bourbon
1059,Arabica,Colombia,,,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,0.18,80.67,1,酸味系,Colombia,その他,その他
1060,Arabica,Brazil,,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,0.11,80.58,3,丸み系,Brazil,その他,その他
1061,Arabica,Nicaragua,,,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,0.11,80.58,1,酸味系,その他,その他,その他
1062,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,0.12,80.58,1,酸味系,"Tanzania, United Republic Of",ウォッシュド,Other
1063,Arabica,Brazil,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,0.0,80.58,0,香り系,Brazil,セミウォッシュド,Bourbon
1064,Arabica,Honduras,Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,0.11,80.58,1,酸味系,Honduras,ウォッシュド,Caturra
1065,Arabica,Guatemala,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,0.11,80.58,1,酸味系,Guatemala,ナチュラル,Bourbon
1066,Arabica,United States (Hawaii),,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,0.0,80.58,2,コク・バランス系,United States (Hawaii),その他,その他
1067,Arabica,Colombia,,,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,0.0,80.58,1,酸味系,Colombia,その他,その他
1068,Arabica,Taiwan,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,0.0,80.5,1,酸味系,Taiwan,ナチュラル,Other
1069,Arabica,Guatemala,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,0.1,80.5,1,酸味系,Guatemala,ウォッシュド,Caturra
1070,Arabica,Honduras,Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,0.11,80.5,1,酸味系,Honduras,ウォッシュド,Catuai
1071,Arabica,Mauritius,,,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,0.12,80.5,2,コク・バランス系,その他,その他,その他
1072,Arabica,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,0.11,80.5,1,酸味系,Brazil,セミウォッシュド,Yellow Bourbon
1073,Arabica,Myanmar,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,0.0,80.5,1,酸味系,その他,ウォッシュド,Other
1074,Arabica,Guatemala,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,0.11,80.5,1,酸味系,Guatemala,ウォッシュド,Other
1075,Arabica,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,0.1,80.5,1,酸味系,Brazil,セミウォッシュド,Yellow Bourbon
1076,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,0.11,80.5,1,酸味系,United States (Hawaii),ナチュラル,Hawaiian Kona
1077,Arabica,Guatemala,Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,0.12,80.5,1,酸味系,Guatemala,ウォッシュド,Bourbon
1078,Arabica,Mexico,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,0.15,80.5,1,酸味系,Mexico,ウォッシュド,Typica
1079,Arabica,Honduras,,,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,0.1,80.42,1,酸味系,Honduras,その他,その他
1080,Arabica,Taiwan,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,0.14,80.42,0,香り系,Taiwan,ウォッシュド,Typica
1081,Arabica,El Salvador,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,0.0,80.42,1,酸味系,その他,ウォッシュド,Bourbon
1082,Arabica,China,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,0.17,80.42,2,コク・バランス系,その他,ウォッシュド,Other
1083,Arabica,Taiwan,Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,0.11,80.42,2,コク・バランス系,Taiwan,ウォッシュド,Typica
1084,Arabica,Mexico,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,0.1,80.42,2,コク・バランス系,Mexico,ウォッシュド,Typica
1085,Arabica,Mexico,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,0.12,80.42,1,酸味系,Mexico,ウォッシュド,Caturra
1086,Arabica,Burundi,,,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,0.12,80.33,1,酸味系,その他,その他,その他
1087,Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,0.13,80.33,1,酸味系,"Tanzania, United Republic Of",ウォッシュド,Bourbon
1088,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,0.12,80.33,2,コク・バランス系,"Tanzania, United Republic Of",ウォッシュド,Other
1089,Arabica,Taiwan,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,0.11,80.33,1,酸味系,Taiwan,その他,Yellow Bourbon
1090,Arabica,Guatemala,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,0.11,80.33,1,酸味系,Guatemala,ウォッシュド,Bourbon
1091,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,0.11,80.33,1,酸味系,Mexico,セミウォッシュド,Typica
1092,Arabica,United States (Hawaii),Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,0.12,80.33,1,酸味系,United States (Hawaii),ウォッシュド,Hawaiian Kona
1093,Arabica,Ethiopia,,,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,0.1,80.33,3,丸み系,Ethiopia,その他,その他
1094,Arabica,Brazil,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,0.11,80.25,2,コク・バランス系,Brazil,ナチュラル,Catuai
1095,Arabica,Honduras,Caturra,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,0.1,80.25,1,酸味系,Honduras,ナチュラル,Caturra
1096,Arabica,Mexico,Caturra,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,0.1,80.25,1,酸味系,Mexico,ウォッシュド,Caturra
1097,Arabica,Myanmar,Other,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,0.11,80.25,1,酸味系,その他,ナチュラル,Other
1098,Arabica,Myanmar,Catuai,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,0.0,80.25,3,丸み系,その他,ナチュラル,Catuai
1099,Arabica,Nicaragua,Caturra,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,0.11,80.25,1,酸味系,その他,ウォッシュド,Caturra
1100,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,0.12,80.25,1,酸味系,United States (Hawaii),ナチュラル,Hawaiian Kona
1101,Arabica,Colombia,Typica,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,0.1,80.25,2,コク・バランス系,Colombia,ウォッシュド,Typica
1102,Arabica,Taiwan,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,0.11,80.25,2,コク・バランス系,Taiwan,セミウォッシュド,Typica
1103,Arabica,Guatemala,Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,0.11,80.25,1,酸味系,Guatemala,ウォッシュド,Caturra
1104,Arabica,Mexico,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,0.11,80.25,0,香り系,Mexico,ウォッシュド,Caturra
1105,Arabica,Vietnam,Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,0.0,80.17,1,酸味系,その他,その他,その他
1106,Arabica,Nicaragua,Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,0.11,80.17,2,コク・バランス系,その他,ウォッシュド,Caturra
1107,Arabica,Honduras,Catuai,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,0.11,80.17,1,酸味系,Honduras,ウォッシュド,Catuai
1108,Arabica,Guatemala,Bourbon,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,0.11,80.17,1,酸味系,Guatemala,ウォッシュド,Bourbon
1109,Arabica,Mexico,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,0.11,80.17,1,酸味系,Mexico,ウォッシュド,Typica
1110,Arabica,Mexico,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,0.14,80.17,0,香り系,Mexico,ウォッシュド,Typica
1111,Arabica,Mexico,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,0.12,80.17,0,香り系,Mexico,ウォッシュド,Bourbon
1112,Arabica,Guatemala,Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,0.11,80.17,1,酸味系,Guatemala,ウォッシュド,Bourbon
1113,Arabica,United States (Hawaii),,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,0.05,80.17,1,酸味系,United States (Hawaii),その他,その他
1114,Arabica,Brazil,Bourbon,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,0.11,80.08,1,酸味系,Brazil,ハニー,Bourbon
1115,Arabica,Taiwan,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,0.07,80.08,0,香り系,Taiwan,ウォッシュド,Typica
1116,Arabica,Nicaragua,,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,0.1,80.08,1,酸味系,その他,ナチュラル,その他
1117,Arabica,Taiwan,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,0.11,80.08,0,香り系,Taiwan,その他,Typica
1118,Arabica,Taiwan,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,0.11,80.08,0,香り系,Taiwan,ウォッシュド,Typica
1119,Arabica,Taiwan,Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,0.11,80.08,0,香り系,Taiwan,セミウォッシュド,Typica
1120,Arabica,Mexico,Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,0.15,80.08,0,香り系,Mexico,ウォッシュド,Typica
1121,Arabica,Mexico,Typica,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,0.14,80.08,1,酸味系,Mexico,ウォッシュド,Typica
1122,Arabica,Nicaragua,Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,0.1,80.0,1,酸味系,その他,ウォッシュド,Caturra
1123,Arabica,Myanmar,Other,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,0.0,80.0,1,酸味系,その他,ウォッシュド,Other
1124,Arabica,Mexico,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,0.0,80.0,1,酸味系,Mexico,ウォッシュド,Typica
1125,Arabica,Taiwan,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,0.11,80.0,0,香り系,Taiwan,ウォッシュド,Typica
1126,Arabica,Thailand,,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,0.0,80.0,1,酸味系,Thailand,ウォッシュド,その他
1127,Arabica,Mexico,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,0.12,80.0,1,酸味系,Mexico,ウォッシュド,Typica
1128,Arabica,Mexico,Other,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,0.11,80.0,1,酸味系,Mexico,ウォッシュド,Other
1129,Arabica,Ethiopia,,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,0.05,80.0,2,コク・バランス系,Ethiopia,その他,その他
1130,Arabica,Colombia,,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,0.0,79.92,1,酸味系,Colombia,ウォッシュド,その他
1131,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,0.11,79.92,1,酸味系,United States (Hawaii),ナチュラル,Hawaiian Kona
1132,Arabica,Mexico,Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,0.12,79.92,1,酸味系,Mexico,ウォッシュド,Bourbon
1133,Arabica,Mexico,Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,0.12,79.92,1,酸味系,Mexico,ウォッシュド,Other
1134,Arabica,Mexico,Bourbon,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,0.0,79.92,1,酸味系,Mexico,ウォッシュド,Bourbon
1135,Arabica,Mexico,Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,0.11,79.92,3,丸み系,Mexico,ウォッシュド,Catuai
1136,Arabica,Mexico,Typica,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,0.12,79.92,1,酸味系,Mexico,ナチュラル,Typica
1137,Arabica,Mexico,Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,0.11,79.92,1,酸味系,Mexico,ウォッシュド,Mundo Novo
1138,Arabica,United States (Hawaii),,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,0.05,79.92,2,コク・バランス系,United States (Hawaii),その他,その他
1139,Arabica,Kenya,SL34,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,0.11,79.83,2,コク・バランス系,その他,ウォッシュド,その他
1140,Arabica,Guatemala,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,0.1,79.83,1,酸味系,Guatemala,ウォッシュド,Bourbon
1141,Arabica,Nicaragua,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,0.11,79.83,2,コク・バランス系,その他,ウォッシュド,Caturra
1142,Arabica,Mexico,Typica,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,0.12,79.83,1,酸味系,Mexico,ウォッシュド,Typica
1143,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,0.12,79.83,1,酸味系,United States (Hawaii),ナチュラル,Hawaiian Kona
1144,Arabica,Guatemala,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0.1,79.75,1,酸味系,Guatemala,ウォッシュド,Bourbon
1145,Arabica,Taiwan,Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,0.0,79.75,3,丸み系,Taiwan,ナチュラル,Typica
1146,Arabica,Taiwan,Typica,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,0.1,79.75,2,コク・バランス系,Taiwan,ウォッシュド,Typica
1147,Arabica,Thailand,,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,0.12,79.75,1,酸味系,Thailand,ウォッシュド,その他
1148,Arabica,Peru,,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,0.12,79.75,2,コク・バランス系,その他,ウォッシュド,その他
1149,Arabica,Costa Rica,Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,0.1,79.75,2,コク・バランス系,Costa Rica,ウォッシュド,Catuai
1150,Arabica,Mexico,Typica,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,0.12,79.75,1,酸味系,Mexico,ウォッシュド,Typica
1151,Arabica,Mexico,Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,0.13,79.75,1,酸味系,Mexico,ウォッシュド,Bourbon
1152,Arabica,Mexico,Bourbon,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,0.12,79.75,1,酸味系,Mexico,ウォッシュド,Bourbon
1153,Arabica,Mexico,Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,0.14,79.75,0,香り系,Mexico,ウォッシュド,Bourbon
1154,Arabica,Mexico,Typica,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,0.1,79.75,1,酸味系,Mexico,ウォッシュド,Typica
1155,Arabica,Guatemala,Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,0.0,79.75,0,香り系,Guatemala,ウォッシュド,Bourbon
1156,Arabica,Mexico,Typica,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,0.12,79.75,3,丸み系,Mexico,ウォッシュド,Typica
1157,Arabica,Guatemala,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,0.1,79.67,1,酸味系,Guatemala,ウォッシュド,Bourbon
1158,Arabica,El Salvador,Bourbon,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,0.0,79.67,3,丸み系,その他,ウォッシュド,Bourbon
1159,Arabica,Thailand,,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,0.12,79.67,1,酸味系,Thailand,ウォッシュド,その他
1160,Arabica,Guatemala,Bourbon,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,0.11,79.67,1,酸味系,Guatemala,ウォッシュド,Bourbon
1161,Arabica,Mexico,Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,0.12,79.67,1,酸味系,Mexico,ウォッシュド,Typica
1162,Arabica,Mexico,Caturra,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,0.13,79.67,0,香り系,Mexico,ウォッシュド,Caturra
1163,Arabica,Mexico,Mundo Novo,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,0.0,79.67,2,コク・バランス系,Mexico,ウォッシュド,Mundo Novo
1164,Arabica,Thailand,Peaberry,,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,0.0,79.67,1,酸味系,Thailand,その他,その他
1165,Arabica,Mexico,Typica,Washed / Wet,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,0.12,79.58,1,酸味系,Mexico,ウォッシュド,Typica
1166,Arabica,Mexico,Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,0.13,79.58,1,酸味系,Mexico,ウォッシュド,Caturra
1167,Arabica,Colombia,,,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,0.1,79.58,3,丸み系,Colombia,その他,その他
1168,Arabica,Guatemala,,,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,0.17,79.58,1,酸味系,Guatemala,その他,その他
1169,Arabica,Nicaragua,Caturra,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,0.12,79.5,2,コク・バランス系,その他,ナチュラル,Caturra
1170,Arabica,Taiwan,Typica,Natural / Dry,6.92,7.0,7.17,7.0,7.42,7.0,10.0,10.0,10.0,0.0,79.5,2,コク・バランス系,Taiwan,ナチュラル,Typica
1171,Arabica,Colombia,Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,0.0,79.5,1,酸味系,Colombia,ウォッシュド,Caturra
